QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,UNDERLYING_LAST,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,STRIKE,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT
1635883200, 2021-11-02 16:00, 2021-11-02,16.0,264.03, 2021-11-05,1636142400,3.0, 0.819530, 0.025560, 0.070230, -0.363710, 0.021210, 0.384400, , 10.000000, 30 x 14, 9.850000, 10.250000,255.0, 0.930000, 0.980000, 79 x 25, 0.980000, -0.174380, 0.025700, 0.068210, -0.347070, -0.004430, 0.375270, ,9.0,0.034
1635883200, 2021-11-02 16:00, 2021-11-02,16.0,264.03, 2021-11-05,1636142400,3.0, 0.758730, 0.032280, 0.083240, -0.417390, 0.019960, 0.361540, , 7.930000, 60 x 10, 7.850000, 8.000000,257.5, 1.380000, 1.430000, 50 x 44, 1.420000, -0.241950, 0.032240, 0.082910, -0.419680, -0.007040, 0.362520, ,6.5,0.025
1635883200, 2021-11-02 16:00, 2021-11-02,16.0,264.03, 2021-11-05,1636142400,3.0, 0.670410, 0.037730, 0.096880, -0.494590, 0.016970, 0.359590, , 6.120000, 8 x 14, 6.050000, 6.250000,260.0, 2.040000, 2.100000, 34 x 21, 2.070000, -0.327190, 0.038180, 0.095900, -0.486400, -0.008690, 0.354550, ,4.0,0.015
1635883200, 2021-11-02 16:00, 2021-11-02,16.0,264.03, 2021-11-05,1636142400,3.0, 0.571560, 0.041750, 0.104590, -0.531040, 0.014460, 0.351720, , 4.450000, 50 x 11, 4.500000, 4.600000,262.5, 2.970000, 3.050000, 7 x 66, 3.050000, -0.427610, 0.041900, 0.104640, -0.529860, -0.012100, 0.350670, ,1.5,0.006
1635883200, 2021-11-02 16:00, 2021-11-02,16.0,264.03, 2021-11-05,1636142400,3.0, 0.465370, 0.042470, 0.106510, -0.537260, 0.012090, 0.350530, , 3.230000, 162 x 1, 3.250000, 3.300000,265.0, 4.200000, 4.300000, 39 x 27, 4.250000, -0.533650, 0.042330, 0.106120, -0.538070, -0.014630, 0.351460, ,1.0,0.004
1635883200, 2021-11-02 16:00, 2021-11-02,16.0,264.03, 2021-11-05,1636142400,3.0, 0.365500, 0.039590, 0.100200, -0.510510, 0.009920, 0.356700, , 2.360000, 6 x 1, 2.300000, 2.360000,267.5, 5.700000, 5.850000, 6 x 17, 6.050000, -0.635280, 0.039690, 0.099830, -0.507160, -0.016350, 0.353840, 592.000000,3.5,0.013
1635883200, 2021-11-02 16:00, 2021-11-02,16.0,264.03, 2021-11-05,1636142400,3.0, 0.277570, 0.034530, 0.088970, -0.454980, 0.007580, 0.363060, , 1.620000, 1 x 74, 1.610000, 1.650000,270.0, 7.500000, 7.650000, 52 x 50, 7.340000, -0.723660, 0.034460, 0.088920, -0.451190, -0.018100, 0.360990, 252.000000,6.0,0.023
1635883200, 2021-11-02 16:00, 2021-11-02,16.0,264.03, 2021-11-05,1636142400,3.0, 0.205800, 0.028710, 0.075500, -0.385900, 0.005160, 0.372230, , 1.140000, 41 x 22, 1.110000, 1.150000,272.5, 9.500000, 9.650000, 38 x 49, 8.750000, -0.794730, 0.028260, 0.075360, -0.380840, -0.019090, 0.369280, 175.000000,8.5,0.032
1635883200, 2021-11-02 16:00, 2021-11-02,16.0,264.03, 2021-11-05,1636142400,3.0, 0.154750, 0.022960, 0.063680, -0.325490, 0.004490, 0.388210, , 0.800000, 1 x 34, 0.810000, 0.830000,275.0, 11.600000, 12.150000, 29 x 12, 12.130000, -0.833830, 0.022280, 0.066350, -0.355320, -0.018810, 0.402970, 15.000000,11.0,0.042
1635883200, 2021-11-02 16:00, 2021-11-02,16.0,264.03, 2021-11-05,1636142400,3.0, 0.087170, 0.014080, 0.041990, -0.221340, 0.002200, 0.421960, , 0.430000, 5 x 5, 0.440000, 0.450000,280.0, 16.250000, 17.050000, 21 x 18, 15.840000, -0.879540, 0.014250, 0.053150, -0.324980, -0.018110, 0.475460, 15.000000,16.0,0.06
