[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.01963,0.00689, , , 0.000000, 500 x 1, 61.090000, 62.260000,330.0, 0.010000, 0.010000, 0 x 1975, 0.010000,-0.00169,0.00019,0.00067,-0.01059,0.0, 1.319800, 0.000000,62.3,0.159
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.01964,0.00634, , 0.000000, 60.640000, 1 x 500, 56.070000, 57.210000,335.0, 0.010000, 0.010000, 0 x 2040, 0.010000,-0.00159,0.00027,0.00132,-0.01094,-0.00038, 1.216150, 0.000000,57.3,0.146
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02047,0.00668, , , 0.000000, 500 x 500, 52.080000, 53.280000,339.0, 0.010000, 0.010000, 0 x 1545, 0.000000,-0.00209,0.00025,0.00067,-0.01018,0.0, 1.130140, ,53.3,0.136
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02026,0.00721, , 2.000000, 60.440000, 500 x 1, 51.080000, 52.280000,340.0, 0.010000, 0.010000, 0 x 1744, 0.010000,-0.00135,0.00029,0.00092,-0.01069,0.0, 1.109320, 0.000000,52.3,0.133
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02081,0.00678, , , 0.000000, 500 x 500, 50.090000, 51.280000,341.0, 0.010000, 0.010000, 0 x 4269, 0.000000,-0.00219,0.00034,0.00106,-0.01066,0.0, 1.089430, ,51.3,0.131
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.0209,0.00657, , , 0.000000, 500 x 500, 49.090000, 50.280000,342.0, 0.010000, 0.010000, 0 x 4270, 0.010000,-0.00192,0.00034,0.00074,-0.00924,0.0, 1.062740, 0.000000,50.3,0.128
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02014,0.00652, , , 0.000000, 1 x 1, 48.080000, 49.230000,343.0, 0.010000, 0.010000, 0 x 4270, 0.030000,-0.00139,0.00033,0.00082,-0.0094,-0.00042, 1.040400, 0.000000,49.3,0.126
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02096,0.00662, , , 0.000000, 500 x 500, 47.090000, 48.280000,344.0, 0.010000, 0.010000, 0 x 1744, 0.010000,-0.00219,0.0003,0.00059,-0.0101,-2e-05, 1.024320, 0.000000,48.3,0.123
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02074,0.00737, , , 0.000000, 500 x 1, 46.080000, 47.280000,345.0, 0.010000, 0.010000, 0 x 1744, 0.010000,-0.00202,0.00035,0.00091,-0.00985,-0.00023, 1.002930, 0.000000,47.3,0.12
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02122,0.0067, , , 0.000000, 500 x 500, 45.090000, 46.280000,346.0, 0.010000, 0.010000, 0 x 4270, 0.020000,-0.00189,0.00032,0.00106,-0.01012,-0.00052, 0.982900, 0.000000,46.3,0.118
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.0207,0.00698, , , 0.000000, 500 x 500, 44.090000, 45.280000,347.0, 0.010000, 0.010000, 0 x 1744, 0.010000,-0.00208,0.00042,0.00067,-0.01019,-0.00019, 0.963860, 0.000000,45.3,0.115
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02049,0.00694, , , 0.000000, 500 x 500, 43.090000, 44.280000,348.0, 0.010000, 0.010000, 0 x 4271, 0.010000,-0.00252,0.00036,0.00154,-0.01023,-0.00043, 0.942580, 0.000000,44.3,0.113
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02135,0.00702, , , 0.000000, 500 x 500, 42.090000, 43.280000,349.0, 0.010000, 0.010000, 0 x 1744, 0.010000,-0.00203,0.00041,0.00077,-0.01012,-0.00021, 0.923200, 0.000000,43.3,0.11
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02117,0.00673, , 0.000000, 45.310000, 500 x 1, 41.080000, 42.280000,350.0, 0.010000, 0.010000, 0 x 1585, 0.010000,-0.00252,0.0004,0.0012,-0.01068,0.0, 0.903600, 1.000000,42.3,0.108
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02122,0.00697, , , 0.000000, 500 x 1, 40.080000, 41.250000,351.0, 0.010000, 0.010000, 0 x 2616, 0.010000,-0.00241,0.00041,0.00085,-0.00983,0.0, 0.877640, 0.000000,41.3,0.105
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02113,0.00747, , , 0.000000, 500 x 500, 39.080000, 40.250000,352.0, 0.010000, 0.010000, 0 x 2440, 0.010000,-0.00168,0.0004,0.00132,-0.0092,-0.00029, 0.856530, 0.000000,40.3,0.103
1662148800, 2022-09-02 16:00, 2022-09-02,16.0,392.27, 2022-09-02,1662148800,0.0,1.0,0.0,0.0,-0.02142,0.00702, , , 0.000000, 500 x 500, 38.080000, 39.280000,353.0, 0.010000, 0.010000, 0 x 4274, 0.010000,-0.00215,0.00048,0.00093,-0.00926,-0.0002, 0.834360, 0.000000,39.3,0.1
