[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
1662062400, 2022-09-01 16:00, 2022-09-01,16.0,396.39, 2022-09-02,1662148800,1.0,1.0,0.0,0.0,0.0,0.0, -0.000410, 0.000000,24.01, 500 x 515,23.14,23.64,373.0,0.02,0.03, 2106 x 12092,0.02,-0.00816,0.0024,0.00596,-0.02459,0.0, 0.341100, 3190.000000,23.4,0.059
1662062400, 2022-09-01 16:00, 2022-09-01,16.0,396.39, 2022-09-02,1662148800,1.0,1.0,0.0,0.0,0.0,0.0, -0.000190, 3.000000,17.14, 500 x 516,22.14,22.64,374.0,0.02,0.03, 2328 x 12374,0.02,-0.00797,0.00256,0.00673,-0.02487,-0.00025, 0.326900, 213.000000,22.4,0.056
1662062400, 2022-09-01 16:00, 2022-09-01,16.0,396.39, 2022-09-02,1662148800,1.0,1.0,0.0,0.0,0.0,0.0, , 19.000000,20.86, 500 x 517,21.14,21.63,375.0,0.02,0.03, 2311 x 12663,0.02,-0.00906,0.00281,0.00683,-0.02565,-0.00036, 0.312990, 3969.000000,21.4,0.054
1662062400, 2022-09-01 16:00, 2022-09-01,16.0,396.39, 2022-09-02,1662148800,1.0,1.0,0.0,0.0,0.0,0.0, -0.000280, 3.000000,16.26, 500 x 519,20.14,20.64,376.0,0.02,0.03, 3069 x 11218,0.02,-0.00937,0.003,0.00655,-0.02524,-0.00058, 0.298380, 984.000000,20.4,0.051
1662062400, 2022-09-01 16:00, 2022-09-01,16.0,396.39, 2022-09-02,1662148800,1.0,1.0,0.0,0.0,0.0,0.0, -0.000450, 6.000000,13.74, 500 x 500,19.14,19.64,377.0,0.02,0.03, 5623 x 11007,0.02,-0.00928,0.00329,0.00717,-0.02578,0.0, 0.283780, 1122.000000,19.4,0.049
1662062400, 2022-09-01 16:00, 2022-09-01,16.0,396.39, 2022-09-02,1662148800,1.0,0.96301,0.02012,0.01825,-0.02013,0.00242, 0.554590, 17.000000,13.0, 500 x 500,18.15,18.67,378.0,0.02,0.03, 7360 x 10927,0.03,-0.01038,0.00363,0.00724,-0.02523,-0.00012, 0.269520, 3278.000000,18.4,0.046
1662062400, 2022-09-01 16:00, 2022-09-01,16.0,396.39, 2022-09-02,1662148800,1.0,0.96014,0.02172,0.01971,-0.01966,0.00245, 0.533270, 12.000000,17.12, 500 x 500,17.15,17.67,379.0,0.03,0.04, 798 x 7396,0.04,-0.01368,0.00481,0.01005,-0.03501,0.0, 0.266080, 3444.000000,17.4,0.044
1662062400, 2022-09-01 16:00, 2022-09-01,16.0,396.39, 2022-09-02,1662148800,1.0,0.95753,0.02356,0.02014,-0.0202,0.00284, 0.510430, 670.000000,15.99, 500 x 60,16.15,16.67,380.0,0.03,0.04, 1464 x 11015,0.03,-0.01454,0.00536,0.0096,-0.03516,0.0, 0.250590, 13765.000000,16.4,0.041
1662062400, 2022-09-01 16:00, 2022-09-01,16.0,396.39, 2022-09-02,1662148800,1.0,0.94957,0.02544,0.02288,-0.03046,0.00281, 0.493240, 118.000000,15.14, 500 x 500,15.16,15.68,381.0,0.03,0.04, 7693 x 11598,0.03,-0.01519,0.00596,0.01054,-0.03463,-0.00072, 0.236070, 8054.000000,15.4,0.039
1662062400, 2022-09-01 16:00, 2022-09-01,16.0,396.39, 2022-09-02,1662148800,1.0,0.94469,0.0277,0.02487,-0.03478,0.00338, 0.472220, 60.000000,13.9, 500 x 500,14.16,14.69,382.0,0.04,0.05, 2570 x 11353,0.05,-0.01973,0.00763,0.01271,-0.04474,-0.00036, 0.228970, 8658.000000,14.4,0.036
1662062400, 2022-09-01 16:00, 2022-09-01,16.0,396.39, 2022-09-02,1662148800,1.0,0.93715,0.03029,0.02799,-0.04542,0.00344, 0.452580, 184.000000,12.53, 500 x 500,13.17,13.7,383.0,0.05,0.06, 4214 x 10919,0.06,-0.02381,0.00946,0.01615,-0.05484,-0.00068, 0.219550, 11730.000000,13.4,0.034
1662062400, 2022-09-01 16:00, 2022-09-01,16.0,396.39, 2022-09-02,1662148800,1.0,0.92634,0.033,0.03107,-0.06021,0.00361, 0.433100, 89.000000,10.55, 500 x 500,12.19,12.71,384.0,0.07,0.08, 2 x 8124,0.07,-0.03258,0.01241,0.02003,-0.07413,-0.00106, 0.214300, 10654.000000,12.4,0.031
