model,scenario,ddn_iv_mre,ql_iv_mre,ql_price_mre,ddn_price_mre
Heston_Project,cross_day,0.023910766623948462,0.01942048401012507,0.022902064806228143,
Heston_Project,same_day,0.009694161184252661,0.02297103108509201,0.025554439515317235,
Zhang_realize,cross_day,0.02401731654596901,0.06745150920366536,0.07760043155503613,0.030848670554782454
Zhang_realize,same_day,0.010219123347079506,0.04062198902626053,0.04647353348730673,0.011890063681986376
